Health,batch,Location,Subject,Cluster,Count,Total,Other
Healthy,0,Epi,N16,Goblet,96,2536,2440
Healthy,0,Epi,N16,ILCs,0,2536,2536
Healthy,0,Epi,N16,Immature Enterocytes 1,132,2536,2404
Healthy,0,Epi,N16,Immature Enterocytes 2,211,2536,2325
Healthy,0,Epi,N16,Immature Goblet,149,2536,2387
Healthy,0,Epi,N16,Inflammatory Fibroblasts,0,2536,2536
Healthy,0,Epi,N16,Inflammatory Monocytes,0,2536,2536
Healthy,0,Epi,N16,M cells,4,2536,2532
Healthy,0,Epi,N16,MT-hi,0,2536,2536
Healthy,0,Epi,N16,Macrophages,0,2536,2536
Healthy,0,Epi,N16,Microvascular,0,2536,2536
Healthy,0,Epi,N16,Myofibroblasts,0,2536,2536
Healthy,0,Epi,N16,NKs,0,2536,2536
Healthy,0,Epi,N16,Pericytes,0,2536,2536
Healthy,0,Epi,N16,Plasma,0,2536,2536
Healthy,0,Epi,N16,Post-capillary Venules,0,2536,2536
Healthy,0,Epi,N16,RSPO3+,0,2536,2536
Healthy,0,Epi,N16,Secretory TA,132,2536,2404
Healthy,0,Epi,N16,Stem,61,2536,2475
Healthy,0,Epi,N16,TA 1,471,2536,2065
Healthy,0,Epi,N16,TA 2,302,2536,2234
Healthy,0,Epi,N16,Tregs,0,2536,2536
Healthy,0,Epi,N16,Tuft,40,2536,2496
Healthy,0,Epi,N16,WNT2B+ Fos-hi,0,2536,2536
Healthy,0,Epi,N16,WNT2B+ Fos-lo 1,0,2536,2536
Healthy,0,Epi,N16,WNT2B+ Fos-lo 2,0,2536,2536
Healthy,0,Epi,N16,WNT5B+ 1,0,2536,2536
Healthy,0,Epi,N16,WNT5B+ 2,0,2536,2536
Healthy,0,Epi,N17,Best4+ Enterocytes,77,1939,1862
Healthy,0,Epi,N17,CD4+ Activated Fos-hi,0,1939,1939
Healthy,0,Epi,N17,CD4+ Activated Fos-lo,0,1939,1939
Healthy,0,Epi,N17,CD4+ Memory,0,1939,1939
Healthy,0,Epi,N17,CD4+ PD1+,0,1939,1939
Healthy,0,Epi,N17,CD8+ IELs,0,1939,1939
Healthy,0,Epi,N17,CD8+ IL17+,0,1939,1939
Healthy,0,Epi,N17,CD8+ LP,0,1939,1939
Healthy,0,Epi,N17,CD69+ Mast,0,1939,1939
Healthy,0,Epi,N17,CD69- Mast,0,1939,1939
Healthy,0,Epi,N17,Cycling B,0,1939,1939
Healthy,0,Epi,N17,Cycling Monocytes,0,1939,1939
Healthy,0,Epi,N17,Cycling T,0,1939,1939
Healthy,0,Epi,N17,Cycling TA,241,1939,1698
Healthy,0,Epi,N17,DC1,0,1939,1939
Healthy,0,Epi,N17,DC2,0,1939,1939
Healthy,0,Epi,N17,Endothelial,0,1939,1939
Healthy,0,Epi,N17,Enterocyte Progenitors,230,1939,1709
Healthy,0,Epi,N17,Enterocytes,91,1939,1848
Healthy,0,Epi,N17,Enteroendocrine,4,1939,1935
Healthy,0,Epi,N17,Follicular,0,1939,1939
Healthy,0,Epi,N17,GC,0,1939,1939
Healthy,0,Epi,N17,Glia,0,1939,1939
Healthy,0,Epi,N17,Goblet,84,1939,1855
Healthy,0,Epi,N17,ILCs,0,1939,1939
Healthy,0,Epi,N17,Immature Enterocytes 1,223,1939,1716
Healthy,0,Epi,N17,Immature Enterocytes 2,237,1939,1702
Healthy,0,Epi,N17,Immature Goblet,125,1939,1814
Healthy,0,Epi,N17,Inflammatory Fibroblasts,0,1939,1939
Healthy,0,Epi,N17,Inflammatory Monocytes,0,1939,1939
Healthy,0,Epi,N17,M cells,1,1939,1938
Healthy,0,Epi,N17,MT-hi,0,1939,1939
Healthy,0,Epi,N17,Macrophages,0,1939,1939
Healthy,0,Epi,N17,Microvascular,0,1939,1939
Healthy,0,Epi,N17,Myofibroblasts,0,1939,1939
Healthy,0,Epi,N17,NKs,0,1939,1939
Healthy,0,Epi,N17,Pericytes,0,1939,1939
Healthy,0,Epi,N17,Plasma,0,1939,1939
Healthy,0,Epi,N17,Post-capillary Venules,0,1939,1939
Healthy,0,Epi,N17,RSPO3+,0,1939,1939
Healthy,0,Epi,N17,Secretory TA,59,1939,1880
Healthy,0,Epi,N17,Stem,32,1939,1907
Healthy,0,Epi,N17,TA 1,339,1939,1600
Healthy,0,Epi,N17,TA 2,129,1939,1810
Healthy,0,Epi,N17,Tregs,0,1939,1939
Healthy,0,Epi,N17,Tuft,67,1939,1872
Healthy,0,Epi,N17,WNT2B+ Fos-hi,0,1939,1939
Healthy,0,Epi,N17,WNT2B+ Fos-lo 1,0,1939,1939
Healthy,0,Epi,N17,WNT2B+ Fos-lo 2,0,1939,1939
Healthy,0,Epi,N17,WNT5B+ 1,0,1939,1939
Healthy,0,Epi,N17,WNT5B+ 2,0,1939,1939
Healthy,0,Epi,N18,Best4+ Enterocytes,166,3369,3203
Healthy,0,Epi,N18,CD4+ Activated Fos-hi,0,3369,3369
Healthy,0,Epi,N18,CD4+ Activated Fos-lo,0,3369,3369
Healthy,0,Epi,N18,CD4+ Memory,0,3369,3369
Healthy,0,Epi,N18,CD4+ PD1+,0,3369,3369
Healthy,0,Epi,N18,CD8+ IELs,0,3369,3369
Healthy,0,Epi,N18,CD8+ IL17+,0,3369,3369
Healthy,0,Epi,N18,CD8+ LP,0,3369,3369
Healthy,0,Epi,N18,CD69+ Mast,0,3369,3369
Healthy,0,Epi,N18,CD69- Mast,0,3369,3369
Healthy,0,Epi,N18,Cycling B,0,3369,3369
Healthy,0,Epi,N18,Cycling Monocytes,0,3369,3369
Healthy,0,Epi,N18,Cycling T,0,3369,3369
Healthy,0,Epi,N18,Cycling TA,488,3369,2881
Healthy,0,Epi,N18,DC1,0,3369,3369
Healthy,0,Epi,N18,DC2,0,3369,3369
Healthy,0,Epi,N18,Endothelial,0,3369,3369
Healthy,0,Epi,N18,Enterocyte Progenitors,249,3369,3120
Healthy,0,Epi,N18,Enterocytes,219,3369,3150
Healthy,0,Epi,N18,Enteroendocrine,17,3369,3352
Healthy,0,Epi,N18,Follicular,0,3369,3369
Healthy,0,Epi,N18,GC,0,3369,3369
Healthy,0,Epi,N18,Glia,0,3369,3369
Healthy,0,Epi,N18,Goblet,107,3369,3262
Healthy,0,Epi,N18,ILCs,0,3369,3369
Healthy,0,Epi,N18,Immature Enterocytes 1,128,3369,3241
Healthy,0,Epi,N18,Immature Enterocytes 2,310,3369,3059
Healthy,0,Epi,N18,Immature Goblet,310,3369,3059
Healthy,0,Epi,N18,Inflammatory Fibroblasts,0,3369,3369
Healthy,0,Epi,N18,Inflammatory Monocytes,0,3369,3369
Healthy,0,Epi,N18,M cells,3,3369,3366
Healthy,0,Epi,N18,MT-hi,0,3369,3369
Healthy,0,Epi,N18,Macrophages,0,3369,3369
Healthy,0,Epi,N18,Microvascular,0,3369,3369
Healthy,0,Epi,N18,Myofibroblasts,0,3369,3369
Healthy,0,Epi,N18,NKs,0,3369,3369
Healthy,0,Epi,N18,Pericytes,0,3369,3369
Healthy,0,Epi,N18,Plasma,0,3369,3369
Healthy,0,Epi,N18,Post-capillary Venules,0,3369,3369
Healthy,0,Epi,N18,RSPO3+,0,3369,3369
Healthy,0,Epi,N18,Secretory TA,259,3369,3110
Healthy,0,Epi,N18,Stem,101,3369,3268
Healthy,0,Epi,N18,TA 1,519,3369,2850
Healthy,0,Epi,N18,TA 2,459,3369,2910
Healthy,0,Epi,N18,Tregs,0,3369,3369
Healthy,0,Epi,N18,Tuft,34,3369,3335
Healthy,0,Epi,N18,WNT2B+ Fos-hi,0,3369,3369
Healthy,0,Epi,N18,WNT2B+ Fos-lo 1,0,3369,3369
Healthy,0,Epi,N18,WNT2B+ Fos-lo 2,0,3369,3369
Healthy,0,Epi,N18,WNT5B+ 1,0,3369,3369
Healthy,0,Epi,N18,WNT5B+ 2,0,3369,3369
Healthy,0,Epi,N19,Best4+ Enterocytes,0,0,0
Healthy,0,Epi,N19,CD4+ Activated Fos-hi,0,0,0
Healthy,0,Epi,N19,CD4+ Activated Fos-lo,0,0,0
Healthy,0,Epi,N19,CD4+ Memory,0,0,0
Healthy,0,Epi,N19,CD4+ PD1+,0,0,0
Healthy,0,Epi,N19,CD8+ IELs,0,0,0
Healthy,0,Epi,N19,CD8+ IL17+,0,0,0
Healthy,0,Epi,N19,CD8+ LP,0,0,0
Healthy,0,Epi,N19,CD69+ Mast,0,0,0
Healthy,0,Epi,N19,CD69- Mast,0,0,0
Healthy,0,Epi,N19,Cycling B,0,0,0
Healthy,0,Epi,N19,Cycling Monocytes,0,0,0
Healthy,0,Epi,N19,Cycling T,0,0,0
Healthy,0,Epi,N19,Cycling TA,0,0,0
Healthy,0,Epi,N19,DC1,0,0,0
Healthy,0,Epi,N19,DC2,0,0,0
Healthy,0,Epi,N19,Endothelial,0,0,0
Healthy,0,Epi,N19,Enterocyte Progenitors,0,0,0
Healthy,0,Epi,N19,Enterocytes,0,0,0
Healthy,0,Epi,N19,Enteroendocrine,0,0,0
Healthy,0,Epi,N19,Follicular,0,0,0
Healthy,0,Epi,N19,GC,0,0,0
Healthy,0,Epi,N19,Glia,0,0,0
Healthy,0,Epi,N19,Goblet,0,0,0
Healthy,0,Epi,N19,ILCs,0,0,0
Healthy,0,Epi,N19,Immature Enterocytes 1,0,0,0
Healthy,0,Epi,N19,Immature Enterocytes 2,0,0,0
Healthy,0,Epi,N19,Immature Goblet,0,0,0
Healthy,0,Epi,N19,Inflammatory Fibroblasts,0,0,0
Healthy,0,Epi,N19,Inflammatory Monocytes,0,0,0
Healthy,0,Epi,N19,M cells,0,0,0
Healthy,0,Epi,N19,MT-hi,0,0,0
Healthy,0,Epi,N19,Macrophages,0,0,0
Healthy,0,Epi,N19,Microvascular,0,0,0
Healthy,0,Epi,N19,Myofibroblasts,0,0,0
Healthy,0,Epi,N19,NKs,0,0,0
Healthy,0,Epi,N19,Pericytes,0,0,0
Healthy,0,Epi,N19,Plasma,0,0,0
Healthy,0,Epi,N19,Post-capillary Venules,0,0,0
Healthy,0,Epi,N19,RSPO3+,0,0,0
Healthy,0,Epi,N19,Secretory TA,0,0,0
Healthy,0,Epi,N19,Stem,0,0,0
Healthy,0,Epi,N19,TA 1,0,0,0
Healthy,0,Epi,N19,TA 2,0,0,0
Healthy,0,Epi,N19,Tregs,0,0,0
Healthy,0,Epi,N19,Tuft,0,0,0
Healthy,0,Epi,N19,WNT2B+ Fos-hi,0,0,0
Healthy,0,Epi,N19,WNT2B+ Fos-lo 1,0,0,0
Healthy,0,Epi,N19,WNT2B+ Fos-lo 2,0,0,0
Healthy,0,Epi,N19,WNT5B+ 1,0,0,0
Healthy,0,Epi,N19,WNT5B+ 2,0,0,0
Healthy,0,Epi,N20,Best4+ Enterocytes,48,2694,2646
Healthy,0,Epi,N20,CD4+ Activated Fos-hi,0,2694,2694
Healthy,0,Epi,N20,CD4+ Activated Fos-lo,0,2694,2694
Healthy,0,Epi,N20,CD4+ Memory,0,2694,2694
Healthy,0,Epi,N20,CD4+ PD1+,0,2694,2694
Healthy,0,Epi,N20,CD8+ IELs,0,2694,2694
Healthy,0,Epi,N20,CD8+ IL17+,0,2694,2694
Healthy,0,Epi,N20,CD8+ LP,0,2694,2694
Healthy,0,Epi,N20,CD69+ Mast,0,2694,2694
Healthy,0,Epi,N20,CD69- Mast,0,2694,2694
Healthy,0,Epi,N20,Cycling B,0,2694,2694
Healthy,0,Epi,N20,Cycling Monocytes,0,2694,2694
Healthy,0,Epi,N20,Cycling T,0,2694,2694
Healthy,0,Epi,N20,Cycling TA,403,2694,2291
Healthy,0,Epi,N20,DC1,0,2694,2694
Healthy,0,Epi,N20,DC2,0,2694,2694
Healthy,0,Epi,N20,Endothelial,0,2694,2694
Healthy,0,Epi,N20,Enterocyte Progenitors,435,2694,2259
Healthy,0,Epi,N20,Enterocytes,110,2694,2584
Healthy,0,Epi,N20,Enteroendocrine,0,2694,2694
Healthy,0,Epi,N20,Follicular,0,2694,2694
Healthy,0,Epi,N20,GC,0,2694,2694
Healthy,0,Epi,N20,Glia,0,2694,2694
Healthy,0,Epi,N20,Goblet,12,2694,2682
Healthy,0,Epi,N20,ILCs,0,2694,2694
Healthy,0,Epi,N20,Immature Enterocytes 1,117,2694,2577
Healthy,0,Epi,N20,Immature Enterocytes 2,259,2694,2435
Healthy,0,Epi,N20,Immature Goblet,146,2694,2548
Healthy,0,Epi,N20,Inflammatory Fibroblasts,0,2694,2694
Healthy,0,Epi,N20,Inflammatory Monocytes,0,2694,2694
Healthy,0,Epi,N20,M cells,5,2694,2689
Healthy,0,Epi,N20,MT-hi,0,2694,2694
Healthy,0,Epi,N20,Macrophages,0,2694,2694
Healthy,0,Epi,N20,Microvascular,0,2694,2694
Healthy,0,Epi,N20,Myofibroblasts,0,2694,2694
Healthy,0,Epi,N20,NKs,0,2694,2694
Healthy,0,Epi,N20,Pericytes,0,2694,2694
Healthy,0,Epi,N20,Plasma,0,2694,2694
Healthy,0,Epi,N20,Post-capillary Venules,0,2694,2694
Healthy,0,Epi,N20,RSPO3+,0,2694,2694
Healthy,0,Epi,N20,Secretory TA,85,2694,2609
Healthy,0,Epi,N20,Stem,40,2694,2654
Healthy,0,Epi,N20,TA 1,602,2694,2092
Healthy,0,Epi,N20,TA 2,430,2694,2264
Healthy,0,Epi,N20,Tregs,0,2694,2694
Healthy,0,Epi,N20,Tuft,2,2694,2692
Healthy,0,Epi,N20,WNT2B+ Fos-hi,0,2694,2694
Healthy,0,Epi,N20,WNT2B+ Fos-lo 1,0,2694,2694
Healthy,0,Epi,N20,WNT2B+ Fos-lo 2,0,2694,2694
Healthy,0,Epi,N20,WNT5B+ 1,0,2694,2694
Healthy,0,Epi,N20,WNT5B+ 2,0,2694,2694
Healthy,0,Epi,N21,Best4+ Enterocytes,159,3773,3614
Healthy,0,Epi,N21,CD4+ Activated Fos-hi,0,3773,3773
Healthy,0,Epi,N21,CD4+ Activated Fos-lo,0,3773,3773
Healthy,0,Epi,N21,CD4+ Memory,0,3773,3773
Healthy,0,Epi,N21,CD4+ PD1+,0,3773,3773
Healthy,0,Epi,N21,CD8+ IELs,0,3773,3773
Healthy,0,Epi,N21,CD8+ IL17+,0,3773,3773
Healthy,0,Epi,N21,CD8+ LP,0,3773,3773
Healthy,0,Epi,N21,CD69+ Mast,0,3773,3773
Healthy,0,Epi,N21,CD69- Mast,0,3773,3773
Healthy,0,Epi,N21,Cycling B,0,3773,3773
Healthy,0,Epi,N21,Cycling Monocytes,0,3773,3773
Healthy,0,Epi,N21,Cycling T,0,3773,3773
Healthy,0,Epi,N21,Cycling TA,398,3773,3375
Healthy,0,Epi,N21,DC1,0,3773,3773
Healthy,0,Epi,N21,DC2,0,3773,3773
Healthy,0,Epi,N21,Endothelial,0,3773,3773
Healthy,0,Epi,N21,Enterocyte Progenitors,352,3773,3421
Healthy,0,Epi,N21,Enterocytes,8,3773,3765
Healthy,0,Epi,N21,Enteroendocrine,8,3773,3765
Healthy,0,Epi,N21,Follicular,0,3773,3773
Healthy,0,Epi,N21,GC,0,3773,3773
Healthy,0,Epi,N21,Glia,0,3773,3773
Healthy,0,Epi,N21,Goblet,140,3773,3633
Healthy,0,Epi,N21,ILCs,0,3773,3773
Healthy,0,Epi,N21,Immature Enterocytes 1,1215,3773,2558
Healthy,0,Epi,N21,Immature Enterocytes 2,493,3773,3280
Healthy,0,Epi,N21,Immature Goblet,154,3773,3619
Healthy,0,Epi,N21,Inflammatory Fibroblasts,0,3773,3773
Healthy,0,Epi,N21,Inflammatory Monocytes,0,3773,3773
Healthy,0,Epi,N21,M cells,2,3773,3771
Healthy,0,Epi,N21,MT-hi,0,3773,3773
Healthy,0,Epi,N21,Macrophages,0,3773,3773
Healthy,0,Epi,N21,Microvascular,0,3773,3773
Healthy,0,Epi,N21,Myofibroblasts,0,3773,3773
Healthy,0,Epi,N21,NKs,0,3773,3773
Healthy,0,Epi,N21,Pericytes,0,3773,3773
Healthy,0,Epi,N21,Plasma,0,3773,3773
Healthy,0,Epi,N21,Post-capillary Venules,0,3773,3773
Healthy,0,Epi,N21,RSPO3+,0,3773,3773
Healthy,0,Epi,N21,Secretory TA,154,3773,3619
Healthy,0,Epi,N21,Stem,83,3773,3690
Healthy,0,Epi,N21,TA 1,383,3773,3390
Healthy,0,Epi,N21,TA 2,189,3773,3584
Healthy,0,Epi,N21,Tregs,0,3773,3773
Healthy,0,Epi,N21,Tuft,35,3773,3738
Healthy,0,Epi,N21,WNT2B+ Fos-hi,0,3773,3773
Healthy,0,Epi,N21,WNT2B+ Fos-lo 1,0,3773,3773
Healthy,0,Epi,N21,WNT2B+ Fos-lo 2,0,3773,3773
Healthy,0,Epi,N21,WNT5B+ 1,0,3773,3773
Healthy,0,Epi,N21,WNT5B+ 2,0,3773,3773
Healthy,0,Epi,N23,Best4+ Enterocytes,0,0,0
Healthy,0,Epi,N23,CD4+ Activated Fos-hi,0,0,0
Healthy,0,Epi,N23,CD4+ Activated Fos-lo,0,0,0
Healthy,0,Epi,N23,CD4+ Memory,0,0,0
Healthy,0,Epi,N23,CD4+ PD1+,0,0,0
Healthy,0,Epi,N23,CD8+ IELs,0,0,0
Healthy,0,Epi,N23,CD8+ IL17+,0,0,0
Healthy,0,Epi,N23,CD8+ LP,0,0,0
Healthy,0,Epi,N23,CD69+ Mast,0,0,0
Healthy,0,Epi,N23,CD69- Mast,0,0,0
Healthy,0,Epi,N23,Cycling B,0,0,0
Healthy,0,Epi,N23,Cycling Monocytes,0,0,0
Healthy,0,Epi,N23,Cycling T,0,0,0
Healthy,0,Epi,N23,Cycling TA,0,0,0
Healthy,0,Epi,N23,DC1,0,0,0
Healthy,0,Epi,N23,DC2,0,0,0
Healthy,0,Epi,N23,Endothelial,0,0,0
Healthy,0,Epi,N23,Enterocyte Progenitors,0,0,0
Healthy,0,Epi,N23,Enterocytes,0,0,0
Healthy,0,Epi,N23,Enteroendocrine,0,0,0
Healthy,0,Epi,N23,Follicular,0,0,0
Healthy,0,Epi,N23,GC,0,0,0
Healthy,0,Epi,N23,Glia,0,0,0
Healthy,0,Epi,N23,Goblet,0,0,0
Healthy,0,Epi,N23,ILCs,0,0,0
Healthy,0,Epi,N23,Immature Enterocytes 1,0,0,0
Healthy,0,Epi,N23,Immature Enterocytes 2,0,0,0
Healthy,0,Epi,N23,Immature Goblet,0,0,0
Healthy,0,Epi,N23,Inflammatory Fibroblasts,0,0,0
Healthy,0,Epi,N23,Inflammatory Monocytes,0,0,0
Healthy,0,Epi,N23,M cells,0,0,0
Healthy,0,Epi,N23,MT-hi,0,0,0
Healthy,0,Epi,N23,Macrophages,0,0,0
Healthy,0,Epi,N23,Microvascular,0,0,0
Healthy,0,Epi,N23,Myofibroblasts,0,0,0
Healthy,0,Epi,N23,NKs,0,0,0
Healthy,0,Epi,N23,Pericytes,0,0,0
Healthy,0,Epi,N23,Plasma,0,0,0
Healthy,0,Epi,N23,Post-capillary Venules,0,0,0
Healthy,0,Epi,N23,RSPO3+,0,0,0
Healthy,0,Epi,N23,Secretory TA,0,0,0
Healthy,0,Epi,N23,Stem,0,0,0
Healthy,0,Epi,N23,TA 1,0,0,0
Healthy,0,Epi,N23,TA 2,0,0,0
Healthy,0,Epi,N23,Tregs,0,0,0
Healthy,0,Epi,N23,Tuft,0,0,0
Healthy,0,Epi,N23,WNT2B+ Fos-hi,0,0,0
Healthy,0,Epi,N23,WNT2B+ Fos-lo 1,0,0,0
Healthy,0,Epi,N23,WNT2B+ Fos-lo 2,0,0,0
Healthy,0,Epi,N23,WNT5B+ 1,0,0,0
Healthy,0,Epi,N23,WNT5B+ 2,0,0,0
Healthy,0,Epi,N24,Best4+ Enterocytes,0,0,0
Healthy,0,Epi,N24,CD4+ Activated Fos-hi,0,0,0
Healthy,0,Epi,N24,CD4+ Activated Fos-lo,0,0,0
Healthy,0,Epi,N24,CD4+ Memory,0,0,0
Healthy,0,Epi,N24,CD4+ PD1+,0,0,0
Healthy,0,Epi,N24,CD8+ IELs,0,0,0
Healthy,0,Epi,N24,CD8+ IL17+,0,0,0
Healthy,0,Epi,N24,CD8+ LP,0,0,0
Healthy,0,Epi,N24,CD69+ Mast,0,0,0
Healthy,0,Epi,N24,CD69- Mast,0,0,0
Healthy,0,Epi,N24,Cycling B,0,0,0
Healthy,0,Epi,N24,Cycling Monocytes,0,0,0
Healthy,0,Epi,N24,Cycling T,0,0,0
Healthy,0,Epi,N24,Cycling TA,0,0,0
Healthy,0,Epi,N24,DC1,0,0,0
Healthy,0,Epi,N24,DC2,0,0,0
Healthy,0,Epi,N24,Endothelial,0,0,0
Healthy,0,Epi,N24,Enterocyte Progenitors,0,0,0
Healthy,0,Epi,N24,Enterocytes,0,0,0
Healthy,0,Epi,N24,Enteroendocrine,0,0,0
Healthy,0,Epi,N24,Follicular,0,0,0
Healthy,0,Epi,N24,GC,0,0,0
Healthy,0,Epi,N24,Glia,0,0,0
Healthy,0,Epi,N24,Goblet,0,0,0
Healthy,0,Epi,N24,ILCs,0,0,0
Healthy,0,Epi,N24,Immature Enterocytes 1,0,0,0
Healthy,0,Epi,N24,Immature Enterocytes 2,0,0,0
Healthy,0,Epi,N24,Immature Goblet,0,0,0
Healthy,0,Epi,N24,Inflammatory Fibroblasts,0,0,0
Healthy,0,Epi,N24,Inflammatory Monocytes,0,0,0
Healthy,0,Epi,N24,M cells,0,0,0
Healthy,0,Epi,N24,MT-hi,0,0,0
Healthy,0,Epi,N24,Macrophages,0,0,0
Healthy,0,Epi,N24,Microvascular,0,0,0
Healthy,0,Epi,N24,Myofibroblasts,0,0,0
Healthy,0,Epi,N24,NKs,0,0,0
Healthy,0,Epi,N24,Pericytes,0,0,0
Healthy,0,Epi,N24,Plasma,0,0,0
Healthy,0,Epi,N24,Post-capillary Venules,0,0,0
Healthy,0,Epi,N24,RSPO3+,0,0,0
Healthy,0,Epi,N24,Secretory TA,0,0,0
Healthy,0,Epi,N24,Stem,0,0,0
Healthy,0,Epi,N24,TA 1,0,0,0
Healthy,0,Epi,N24,TA 2,0,0,0
Healthy,0,Epi,N24,Tregs,0,0,0
Healthy,0,Epi,N24,Tuft,0,0,0
Healthy,0,Epi,N24,WNT2B+ Fos-hi,0,0,0
Healthy,0,Epi,N24,WNT2B+ Fos-lo 1,0,0,0
Healthy,0,Epi,N24,WNT2B+ Fos-lo 2,0,0,0
Healthy,0,Epi,N24,WNT5B+ 1,0,0,0
Healthy,0,Epi,N24,WNT5B+ 2,0,0,0
Healthy,0,Epi,N26,Best4+ Enterocytes,0,0,0
Healthy,0,Epi,N26,CD4+ Activated Fos-hi,0,0,0
Healthy,0,Epi,N26,CD4+ Activated Fos-lo,0,0,0
Healthy,0,Epi,N26,CD4+ Memory,0,0,0
Healthy,0,Epi,N26,CD4+ PD1+,0,0,0
Healthy,0,Epi,N26,CD8+ IELs,0,0,0
Healthy,0,Epi,N26,CD8+ IL17+,0,0,0
Healthy,0,Epi,N26,CD8+ LP,0,0,0
Healthy,0,Epi,N26,CD69+ Mast,0,0,0
Healthy,0,Epi,N26,CD69- Mast,0,0,0
Healthy,0,Epi,N26,Cycling B,0,0,0
Healthy,0,Epi,N26,Cycling Monocytes,0,0,0
Healthy,0,Epi,N26,Cycling T,0,0,0
Healthy,0,Epi,N26,Cycling TA,0,0,0
Healthy,0,Epi,N26,DC1,0,0,0
Healthy,0,Epi,N26,DC2,0,0,0
Healthy,0,Epi,N26,Endothelial,0,0,0
Healthy,0,Epi,N26,Enterocyte Progenitors,0,0,0
Healthy,0,Epi,N26,Enterocytes,0,0,0
Healthy,0,Epi,N26,Enteroendocrine,0,0,0
Healthy,0,Epi,N26,Follicular,0,0,0
Healthy,0,Epi,N26,GC,0,0,0
Healthy,0,Epi,N26,Glia,0,0,0
Healthy,0,Epi,N26,Goblet,0,0,0
Healthy,0,Epi,N26,ILCs,0,0,0
Healthy,0,Epi,N26,Immature Enterocytes 1,0,0,0
Healthy,0,Epi,N26,Immature Enterocytes 2,0,0,0
Healthy,0,Epi,N26,Immature Goblet,0,0,0
Healthy,0,Epi,N26,Inflammatory Fibroblasts,0,0,0
Healthy,0,Epi,N26,Inflammatory Monocytes,0,0,0
Healthy,0,Epi,N26,M cells,0,0,0
Healthy,0,Epi,N26,MT-hi,0,0,0
Healthy,0,Epi,N26,Macrophages,0,0,0
Healthy,0,Epi,N26,Microvascular,0,0,0
Healthy,0,Epi,N26,Myofibroblasts,0,0,0
Healthy,0,Epi,N26,NKs,0,0,0
Healthy,0,Epi,N26,Pericytes,0,0,0
Healthy,0,Epi,N26,Plasma,0,0,0
Healthy,0,Epi,N26,Post-capillary Venules,0,0,0
Healthy,0,Epi,N26,RSPO3+,0,0,0
Healthy,0,Epi,N26,Secretory TA,0,0,0
Healthy,0,Epi,N26,Stem,0,0,0
Healthy,0,Epi,N26,TA 1,0,0,0
Healthy,0,Epi,N26,TA 2,0,0,0
Healthy,0,Epi,N26,Tregs,0,0,0
Healthy,0,Epi,N26,Tuft,0,0,0
Healthy,0,Epi,N26,WNT2B+ Fos-hi,0,0,0
Healthy,0,Epi,N26,WNT2B+ Fos-lo 1,0,0,0
Healthy,0,Epi,N26,WNT2B+ Fos-lo 2,0,0,0
Healthy,0,Epi,N26,WNT5B+ 1,0,0,0
Healthy,0,Epi,N26,WNT5B+ 2,0,0,0
Healthy,0,Epi,N44,Best4+ Enterocytes,0,0,0
Healthy,0,Epi,N44,CD4+ Activated Fos-hi,0,0,0
Healthy,0,Epi,N44,CD4+ Activated Fos-lo,0,0,0
Healthy,0,Epi,N44,CD4+ Memory,0,0,0
Healthy,0,Epi,N44,CD4+ PD1+,0,0,0
Healthy,0,Epi,N44,CD8+ IELs,0,0,0
Healthy,0,Epi,N44,CD8+ IL17+,0,0,0
Healthy,0,Epi,N44,CD8+ LP,0,0,0
Healthy,0,Epi,N44,CD69+ Mast,0,0,0
Healthy,0,Epi,N44,CD69- Mast,0,0,0
Healthy,0,Epi,N44,Cycling B,0,0,0
Healthy,0,Epi,N44,Cycling Monocytes,0,0,0
Healthy,0,Epi,N44,Cycling T,0,0,0
Healthy,0,Epi,N44,Cycling TA,0,0,0
Healthy,0,Epi,N44,DC1,0,0,0
Healthy,0,Epi,N44,DC2,0,0,0
Healthy,0,Epi,N44,Endothelial,0,0,0
Healthy,0,Epi,N44,Enterocyte Progenitors,0,0,0
Healthy,0,Epi,N44,Enterocytes,0,0,0
Healthy,0,Epi,N44,Enteroendocrine,0,0,0
Healthy,0,Epi,N44,Follicular,0,0,0
Healthy,0,Epi,N44,GC,0,0,0
Healthy,0,Epi,N44,Glia,0,0,0
Healthy,0,Epi,N44,Goblet,0,0,0
Healthy,0,Epi,N44,ILCs,0,0,0
Healthy,0,Epi,N44,Immature Enterocytes 1,0,0,0
Healthy,0,Epi,N44,Immature Enterocytes 2,0,0,0
Healthy,0,Epi,N44,Immature Goblet,0,0,0
Healthy,0,Epi,N44,Inflammatory Fibroblasts,0,0,0
Healthy,0,Epi,N44,Inflammatory Monocytes,0,0,0
Healthy,0,Epi,N44,M cells,0,0,0
Healthy,0,Epi,N44,MT-hi,0,0,0
Healthy,0,Epi,N44,Macrophages,0,0,0
Healthy,0,Epi,N44,Microvascular,0,0,0
Healthy,0,Epi,N44,Myofibroblasts,0,0,0
Healthy,0,Epi,N44,NKs,0,0,0
Healthy,0,Epi,N44,Pericytes,0,0,0
Healthy,0,Epi,N44,Plasma,0,0,0
Healthy,0,Epi,N44,Post-capillary Venules,0,0,0
Healthy,0,Epi,N44,RSPO3+,0,0,0
Healthy,0,Epi,N44,Secretory TA,0,0,0
Healthy,0,Epi,N44,Stem,0,0,0
Healthy,0,Epi,N44,TA 1,0,0,0
Healthy,0,Epi,N44,TA 2,0,0,0
